index,Customer Id,Customer Fname,Customer Lname,Customer Email,Customer Password,Customer Segment
156,13196,Lani,Nash,XXXXXXXXX,XXXXXXXXX,Consumer
157,14604,Demetria,Jarvis,XXXXXXXXX,XXXXXXXXX,Consumer
158,12961,joan,nixon,XXXXXXXXX,XXXXXXXXX,Consumer
159,14676,Gay,Harper,XXXXXXXXX,XXXXXXXXX,Consumer
160,14087,Audrey,Acosta,XXXXXXXXX,XXXXXXXXX,Consumer
161,13194,riley,jones,XXXXXXXXX,XXXXXXXXX,Consumer
162,14513,imani,kelly,XXXXXXXXX,XXXXXXXXX,Consumer
163,13461,mechelle,parker,XXXXXXXXX,XXXXXXXXX,Consumer
164,14510,imani,castaneda,XXXXXXXXX,XXXXXXXXX,Consumer
165,13190,whitney,henderson,XXXXXXXXX,XXXXXXXXX,Consumer
166,14508,roanna,martin,XXXXXXXXX,XXXXXXXXX,Consumer
167,14472,Vivian,Hays,XXXXXXXXX,XXXXXXXXX,Consumer
168,14562,Xantha,Brock,XXXXXXXXX,XXXXXXXXX,Consumer
169,13206,zia,davis,XXXXXXXXX,XXXXXXXXX,Consumer
170,13080,Mara,Duffy,XXXXXXXXX,XXXXXXXXX,Consumer
171,14633,sloane,long,XXXXXXXXX,XXXXXXXXX,consumer
172,14097,winifred,alexander,XXXXXXXXX,XXXXXXXXX,Consumer
173,13024,giselle,farrell,XXXXXXXXX,XXXXXXXXX,Consumer
174,778,John,Buckley,XXXXXXXXX,XXXXXXXXX,Consumer
175,7146,nancy,curry,XXXXXXXXX,XXXXXXXXX,Consumer
176,6365,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer
177,8422,Wayne,Crawford,XXXXXXXXX,XXXXXXXXX,Consumer
179,3784,Mary,Sharp,XXXXXXXXX,XXXXXXXXX,Consumer
180,10519,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
181,7132,David,Guerra,XXXXXXXXX,XXXXXXXXX,Consumer
182,3709,Mary,Padilla,XXXXXXXXX,XXXXXXXXX,Consumer
183,1509,patricia,petersen,XXXXXXXXX,XXXXXXXXX,Consumer
184,1636,Julie,Petersen,XXXXXXXXX,XXXXXXXXX,Consumer
185,2784,lisa,smith,XXXXXXXXX,XXXXXXXXX,Consumer
187,9174,Tyler,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
188,122,Karen,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
189,3800,Shawn,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
190,10029,mary,silva,XXXXXXXXX,XXXXXXXXX,Consumer
192,2805,willie,smith,XXXXXXXXX,XXXXXXXXX,Consumer
195,12253,Mary,Chan,XXXXXXXXX,XXXXXXXXX,Consumer
196,3528,Nicole,Brooks,XXXXXXXXX,XXXXXXXXX,Consumer
197,11018,Bruce,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
198,3222,Mary,Williams,XXXXXXXXX,XXXXXXXXX,Consumer
199,6246,Melissa,Ramirez,XXXXXXXXX,XXXXXXXXX,Consumer
200,8741,Gregory,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
201,8050,elizabeth,smith,XXXXXXXXX,XXXXXXXXX,Consumer
203,5474,mary,sanchez,XXXXXXXXX,XXXXXXXXX,Consumer
204,474,Mary,Patton,XXXXXXXXX,XXXXXXXXX,Consumer
205,12255,mary,davis,XXXXXXXXX,XXXXXXXXX,consumer
206,10288,mark,smith,XXXXXXXXX,XXXXXXXXX,consumer
207,4717,mary,sanders,XXXXXXXXX,XXXXXXXXX,Consumer
208,4799,paul,jensen,XXXXXXXXX,XXXXXXXXX,Consumer
209,4533,walter,chavez,XXXXXXXXX,XXXXXXXXX,Consumer
210,12383,Joyce,Phillips,XXXXXXXXX,XXXXXXXXX,Consumer
211,3518,daniel,smith,XXXXXXXXX,XXXXXXXXX,Consumer
212,4674,Mary,Lynn,XXXXXXXXX,XXXXXXXXX,Consumer
213,8519,pamela,michael,XXXXXXXXX,XXXXXXXXX,consumer
214,5302,betty,smith,XXXXXXXXX,XXXXXXXXX,Consumer
215,3594,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
216,9890,Christian,Luna,XXXXXXXXX,XXXXXXXXX,Consumer
217,1410,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer
218,7521,mary,ortega,XXXXXXXXX,XXXXXXXXX,consumer
219,2106,mary,grimes,XXXXXXXXX,XXXXXXXXX,Consumer
220,8144,mary,summers,XXXXXXXXX,XXXXXXXXX,Consumer
221,5643,Tiffany,Caldwell,XXXXXXXXX,XXXXXXXXX,Consumer
222,2041,paul,garcia,XXXXXXXXX,XXXXXXXXX,consumer
223,7537,stephen,lee,XXXXXXXXX,XXXXXXXXX,Consumer
224,3056,George,Middleton,XXXXXXXXX,XXXXXXXXX,Consumer
226,7967,samuel,jones,XXXXXXXXX,XXXXXXXXX,Consumer
227,1758,Larry,King,XXXXXXXXX,XXXXXXXXX,Consumer
228,7884,peter,smith,XXXXXXXXX,XXXXXXXXX,Corporate
229,289,diana,richards,XXXXXXXXX,XXXXXXXXX,Corporate
230,10081,mary,castillo,XXXXXXXXX,XXXXXXXXX,Corporate
231,1169,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
232,1182,mary,smith,XXXXXXXXX,XXXXXXXXX,Corporate
233,717,Mary,Camacho,XXXXXXXXX,XXXXXXXXX,Corporate
234,20423,Ainsley,Leach,XXXXXXXXX,XXXXXXXXX,Corporate
235,5801,Theresa,Pearson,XXXXXXXXX,XXXXXXXXX,Corporate
236,702,Cynthia,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
237,6951,mary,williams,XXXXXXXXX,XXXXXXXXX,Corporate
238,6780,Sean,Chung,XXXXXXXXX,XXXXXXXXX,Corporate
239,6422,Jonathan,Richmond,XXXXXXXXX,XXXXXXXXX,Corporate
241,5384,christopher,smith,XXXXXXXXX,XXXXXXXXX,Corporate
242,2985,Donald,Price,XXXXXXXXX,XXXXXXXXX,Corporate
243,18349,Rana,Moreno,XXXXXXXXX,XXXXXXXXX,Corporate
244,11286,mary,garcia,XXXXXXXXX,XXXXXXXXX,Corporate
245,489,William,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
246,4510,rachel,cochran,XXXXXXXXX,XXXXXXXXX,Corporate
247,9626,dorothy,frye,XXXXXXXXX,XXXXXXXXX,Corporate
248,9494,Robert,Gilmore,XXXXXXXXX,XXXXXXXXX,Corporate
249,1718,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
251,5295,mary,williams,XXXXXXXXX,XXXXXXXXX,Corporate
253,3984,brenda,webster,XXXXXXXXX,XXXXXXXXX,Corporate
254,5270,andrea,johnson,XXXXXXXXX,XXXXXXXXX,Corporate
255,10966,martha,pierce,XXXXXXXXX,XXXXXXXXX,Corporate
256,1868,mary,riddle,XXXXXXXXX,XXXXXXXXX,Corporate
257,17446,freya,golden,XXXXXXXXX,XXXXXXXXX,Corporate
258,10071,mary,lawrence,XXXXXXXXX,XXXXXXXXX,Corporate
259,1271,Carolyn,Shea,XXXXXXXXX,XXXXXXXXX,Corporate
260,11930,mary,gilbert,XXXXXXXXX,XXXXXXXXX,Corporate
261,20529,Lynn,Sweeney,XXXXXXXXX,XXXXXXXXX,Corporate
262,8358,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
263,7705,Julia,Robinson,XXXXXXXXX,XXXXXXXXX,Corporate
264,17392,patience,ward,XXXXXXXXX,XXXXXXXXX,Corporate
265,18276,Cheryl,Koch,XXXXXXXXX,XXXXXXXXX,Corporate
266,7795,Sandra,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
267,20655,Whitney,Collins,XXXXXXXXX,XXXXXXXXX,Corporate
268,2454,Kyle,Curtis,XXXXXXXXX,XXXXXXXXX,Corporate
269,150,mary,smith,XXXXXXXXX,XXXXXXXXX,Corporate
270,10671,Timothy,Moses,XXXXXXXXX,XXXXXXXXX,Corporate
271,11924,Mary,Ramos,XXXXXXXXX,XXXXXXXXX,Corporate
272,16086,Aimee,Terrell,XXXXXXXXX,XXXXXXXXX,Corporate
273,4398,mary,yoder,XXXXXXXXX,XXXXXXXXX,Consumer
274,5687,Mary,Chapman,XXXXXXXXX,XXXXXXXXX,Consumer
275,8534,Mary,Rose,XXXXXXXXX,XXXXXXXXX,Consumer
276,3372,virginia,smith,XXXXXXXXX,XXXXXXXXX,Consumer
277,10927,Jessica,Lang,XXXXXXXXX,XXXXXXXXX,Consumer
278,3597,margaret,smith,XXXXXXXXX,XXXXXXXXX,Consumer
279,2052,Mary,Anthony,XXXXXXXXX,XXXXXXXXX,Consumer
280,4399,Richard,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
281,185,Deborah,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
282,3441,emma,russell,XXXXXXXXX,XXXXXXXXX,Consumer
283,11947,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
284,1555,Adam,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
285,9399,Mary,Bennett,XXXXXXXXX,XXXXXXXXX,Consumer
286,2792,Roy,Carey,XXXXXXXXX,XXXXXXXXX,Consumer
287,10118,Mary,Reynolds,XXXXXXXXX,XXXXXXXXX,Consumer
288,8544,Sarah,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
289,4296,edward,sanchez,XXXXXXXXX,XXXXXXXXX,Consumer
290,4391,Harry,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
291,2882,mary,decker,XXXXXXXXX,XXXXXXXXX,Consumer
292,3283,charles,ramos,XXXXXXXXX,XXXXXXXXX,Consumer
293,397,Mary,Delgado,XXXXXXXXX,XXXXXXXXX,Consumer
294,4104,Debra,Butler,XXXXXXXXX,XXXXXXXXX,Consumer
295,12214,Jennifer,Summers,XXXXXXXXX,XXXXXXXXX,Consumer
296,10699,mary,lee,XXXXXXXXX,XXXXXXXXX,Consumer
297,2091,doris,smith,XXXXXXXXX,XXXXXXXXX,Consumer
298,10474,Benjamin,Case,XXXXXXXXX,XXXXXXXXX,Consumer
299,7504,Stephanie,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
300,7518,Mary,Padilla,XXXXXXXXX,XXXXXXXXX,Consumer
301,1738,nicholas,murray,XXXXXXXXX,XXXXXXXXX,Consumer
302,1622,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer
303,1325,Gregory,Nelson,XXXXXXXXX,XXXXXXXXX,Consumer
304,5505,Joseph,Matthews,XXXXXXXXX,XXXXXXXXX,Consumer
305,4210,Matthew,Roach,XXXXXXXXX,XXXXXXXXX,Consumer
306,11229,Diane,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
307,9385,andrew,whitehead,XXXXXXXXX,XXXXXXXXX,Consumer
308,900,George,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
309,6217,Roger,Black,XXXXXXXXX,XXXXXXXXX,Consumer
310,9466,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
311,4596,Mary,Burns,XXXXXXXXX,XXXXXXXXX,Consumer
312,5206,Mary,Palmer,XXXXXXXXX,XXXXXXXXX,Consumer
313,2823,Danielle,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
314,10408,sandra,smith,XXXXXXXXX,XXXXXXXXX,Consumer
315,11011,Mary,Mullins,XXXXXXXXX,XXXXXXXXX,Consumer
316,40,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
317,11636,patrick,browning,XXXXXXXXX,XXXXXXXXX,Consumer
318,7454,andrew,kim,XXXXXXXXX,XXXXXXXXX,Corporate
319,5138,William,Rivera,XXXXXXXXX,XXXXXXXXX,Corporate
320,8696,Mary,Pope,XXXXXXXXX,XXXXXXXXX,Corporate
321,2329,mary,smith,XXXXXXXXX,XXXXXXXXX,Corporate
322,12431,mary,rios,XXXXXXXXX,XXXXXXXXX,Corporate
323,10860,Mary,Johnson,XXXXXXXXX,XXXXXXXXX,Corporate
324,12094,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
325,5088,mary,smith,XXXXXXXXX,XXXXXXXXX,Corporate
326,2200,Evelyn,Wilson,XXXXXXXXX,XXXXXXXXX,Corporate
328,3997,margaret,walker,XXXXXXXXX,XXXXXXXXX,Corporate
329,8746,Charles,Stout,XXXXXXXXX,XXXXXXXXX,Corporate
330,3687,Mary,Morrow,XXXXXXXXX,XXXXXXXXX,Corporate
331,9162,christina,carter,XXXXXXXXX,XXXXXXXXX,Corporate
332,8993,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
333,5875,Mary,Rodgers,XXXXXXXXX,XXXXXXXXX,Corporate
334,2502,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
335,9563,pamela,murphy,XXXXXXXXX,XXXXXXXXX,Corporate
336,7259,Jerry,Ingram,XXXXXXXXX,XXXXXXXXX,Corporate
337,3131,Mary,Brown,XXXXXXXXX,XXXXXXXXX,Corporate
338,4140,brandon,smith,XXXXXXXXX,XXXXXXXXX,Corporate
339,4539,Jacqueline,James,XXXXXXXXX,XXXXXXXXX,Corporate
340,6071,Mary,Wu,XXXXXXXXX,XXXXXXXXX,Corporate
341,8730,mary,smith,XXXXXXXXX,XXXXXXXXX,Corporate
342,9634,Mary,Weaver,XXXXXXXXX,XXXXXXXXX,Corporate
343,8010,Kathy,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
344,3484,Rebecca,Hunter,XXXXXXXXX,XXXXXXXXX,Corporate
345,7307,brandon,foster,XXXXXXXXX,XXXXXXXXX,Corporate
346,1975,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
347,629,Matthew,Huffman,XXXXXXXXX,XXXXXXXXX,Corporate
348,11753,Richard,Reid,XXXXXXXXX,XXXXXXXXX,Corporate
349,5375,jeremy,holmes,XXXXXXXXX,XXXXXXXXX,Corporate
350,1695,amanda,marquez,XXXXXXXXX,XXXXXXXXX,Corporate
351,9884,Maria,Dorsey,XXXXXXXXX,XXXXXXXXX,Corporate
352,8498,joseph,pennington,XXXXXXXXX,XXXXXXXXX,Corporate
354,7534,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
356,123,Mary,Mann,XXXXXXXXX,XXXXXXXXX,Corporate
359,8925,Mary,Erickson,XXXXXXXXX,XXXXXXXXX,Corporate
360,5981,Ronald,Williamson,XXXXXXXXX,XXXXXXXXX,Corporate
361,7347,carolyn,gallegos,XXXXXXXXX,XXXXXXXXX,Corporate
362,19445,Felicia,Clark,XXXXXXXXX,XXXXXXXXX,Corporate
363,19444,wanda,sanford,XXXXXXXXX,XXXXXXXXX,Corporate
364,19443,Hayfa,Boyle,XXXXXXXXX,XXXXXXXXX,Corporate
365,19442,lavinia,houston,XXXXXXXXX,XXXXXXXXX,Corporate
366,19441,Yetta,Robinson,XXXXXXXXX,XXXXXXXXX,Corporate
367,19440,jennifer,holmes,XXXXXXXXX,XXXXXXXXX,Corporate
368,19439,Mara,Mcneil,XXXXXXXXX,XXXXXXXXX,Corporate
369,19438,Cleo,Woodward,XXXXXXXXX,XXXXXXXXX,Home Office
370,19437,Cally,Dunn,XXXXXXXXX,XXXXXXXXX,Corporate
371,19436,Wynter,Gay,XXXXXXXXX,XXXXXXXXX,Home Office
372,19435,Hyacinth,Nolan,XXXXXXXXX,XXXXXXXXX,Consumer
373,19434,Emma,Mayo,XXXXXXXXX,XXXXXXXXX,Corporate
374,19433,Xerxes,Terrell,XXXXXXXXX,XXXXXXXXX,Corporate
375,19432,noel,wheeler,XXXXXXXXX,XXXXXXXXX,Corporate
376,19431,Maryam,Grant,XXXXXXXXX,XXXXXXXXX,Corporate
377,19430,naida,small,XXXXXXXXX,XXXXXXXXX,Corporate
378,19429,Lana,Green,XXXXXXXXX,XXXXXXXXX,Consumer
379,19428,patience,woodward,XXXXXXXXX,XXXXXXXXX,Consumer
380,19427,rylee,garrett,XXXXXXXXX,XXXXXXXXX,Corporate
381,19426,Dakota,Green,XXXXXXXXX,XXXXXXXXX,Consumer
382,19425,Fallon,Donovan,XXXXXXXXX,XXXXXXXXX,Consumer
383,19424,kylynn,zimmerman,XXXXXXXXX,XXXXXXXXX,Consumer
384,19423,Inez,Fleming,XXXXXXXXX,XXXXXXXXX,Consumer
385,19422,Carolyn,Davenport,XXXXXXXXX,XXXXXXXXX,Consumer
386,19421,Miriam,Vega,XXXXXXXXX,XXXXXXXXX,Consumer
387,19420,danielle,rush,XXXXXXXXX,XXXXXXXXX,Home Office
388,19419,chloe,pickett,XXXXXXXXX,XXXXXXXXX,Home Office
