index,Department Id,Latitude,Longitude,Customer City,Customer Country,Customer State,Customer Street
28,2,41.86886215,-84.57365418,Roseville,EE. UU.,MI,3931 Gentle Ramp
29,2,33.90942383,-118.1253586,Bellflower,EE. UU.,CA,9699 Honey Rise
30,2,18.27526093,-66.0370636,Caguas,Puerto Rico,PR,1564 Rocky Terrace
31,2,41.86544037,-88.10990143,Wheaton,EE. UU.,IL,4294 High Passage
32,2,18.28713608,-66.03705597,Caguas,Puerto Rico,PR,5918 Golden Beacon Freeway
33,2,42.39110184,-83.13121796,Detroit,EE. UU.,MI,3915 Broad Lookout
34,2,32.86539459,-96.86858368,Dallas,EE. UU.,TX,7190 Silver Horse Glade
35,2,18.24074173,-66.03705597,Caguas,Puerto Rico,PR,830 Broad Beacon Maze
36,2,40.03171921,-76.87709808,Carlisle,EE. UU.,PA,6127 Dewy Goose Downs
37,2,32.81010819,-96.68649292,Dallas,EE. UU.,TX,1188 Old Abbey
38,2,18.28604889,-66.03705597,Caguas,Puerto Rico,PR,7004 Hazy Lake Townline
39,2,39.68188095,-75.64421082,Newark,EE. UU.,DE,2556 Umber Autoroute
40,2,34.15893936,-118.1809387,Panorama City,EE. UU.,CA,3722 Thunder Cape
41,2,18.28294563,-66.0370636,Caguas,Puerto Rico,PR,2676 Velvet Common
42,2,33.81632614,-84.44550324,Atlanta,EE. UU.,GA,833 Amber Anchor Glen
43,2,18.24103928,-66.0370636,Caguas,Puerto Rico,PR,830 Quaking Bear Grounds
44,2,37.49027634,-121.9271088,Fremont,EE. UU.,CA,1509 Middle Oak Isle
45,2,18.26469612,-66.03705597,Caguas,Puerto Rico,PR,9712 Fallen Robin Diversion
46,2,43.18824005,-77.56706238,Rochester,EE. UU.,NY,8665 Sunny Deer Woods
47,2,32.753685,-96.86553955,Dallas,EE. UU.,TX,9879 Harvest Deer Farms
48,4,18.38011932,-66.18312836,Bayamon,Puerto Rico,PR,75 Sunny Grounds
49,5,18.23557282,-66.3706131,Caguas,Puerto Rico,PR,9731 Honey Fox Towers
50,5,18.02536774,-66.61303711,Caguas,Puerto Rico,PR,7573 Golden Treasure Centre
51,5,18.27383804,-66.37063599,Caguas,Puerto Rico,PR,8369 Sunny Crossing
52,5,18.2848053,-66.37059021,Caguas,Puerto Rico,PR,1425 Fallen Fox Arbor
53,5,18.29496765,-66.37050629,Caguas,Puerto Rico,PR,2290 Crystal Pathway
54,5,18.25571251,-66.37050629,Caguas,Puerto Rico,PR,6179 Noble Panda Moor
55,3,18.23466301,-66.37059784,Caguas,Puerto Rico,PR,8205 Silver Grove Row
56,3,18.26268196,-66.37049866,Caguas,Puerto Rico,PR,7786 Middle Private
58,4,18.27466202,-66.37058258,Caguas,Puerto Rico,PR,5274 Easy Beach
59,3,18.2689991,-66.37049866,Caguas,Puerto Rico,PR,4692 Jagged Thicket
60,5,18.2308178,-66.37052155,Caguas,Puerto Rico,PR,5161 Crystal Quail Jetty
61,6,18.26138115,-66.37056732,Caguas,Puerto Rico,PR,1465 Round Fawn Passage
62,6,18.23650742,-66.37051392,Caguas,Puerto Rico,PR,5723 Cinder Loop
63,3,18.35921478,-66.07779694,Caguas,Puerto Rico,PR,2991 Silent Deer Landing
64,3,18.29944229,-66.37052155,Caguas,Puerto Rico,PR,5086 Emerald Fox Farms
65,3,18.28996849,-66.37054443,Caguas,Puerto Rico,PR,3909 Hidden Treasure Beach
66,4,18.2275734,-66.04563141,Caguas,Puerto Rico,PR,4691 Cinder Crest
67,4,18.2988205,-66.37059784,Caguas,Puerto Rico,PR,5703 Tawny Creek Townline
68,4,18.02538109,-66.61508179,Caguas,Puerto Rico,PR,7333 Cinder Way
69,4,18.25048637,-66.37062836,Caguas,Puerto Rico,PR,9404 Heather Bluff Dale
71,5,18.24069786,-66.37055969,Caguas,Puerto Rico,PR,1632 Green Fawn Corners
73,6,18.21209908,-66.37050629,Caguas,Puerto Rico,PR,8344 Noble Mountain Gate
74,3,18.23131371,-66.37062836,Caguas,Puerto Rico,PR,7208 Bright Landing
75,4,18.29652023,-66.04867554,Caguas,Puerto Rico,PR,1393 Umber Sky Estates
76,4,18.28746414,-66.37054443,Caguas,Puerto Rico,PR,8165 Red Lane
77,4,18.29108048,-66.37050629,Caguas,Puerto Rico,PR,331 Grand Orchard
78,4,18.24984551,-66.37050629,Caguas,Puerto Rico,PR,2264 Thunder Abbey
80,4,18.25671768,-66.37062836,Caguas,Puerto Rico,PR,9082 Merry Lookout
81,4,18.24754334,-66.0253067,Caguas,Puerto Rico,PR,6468 Fallen Close
82,5,18.27673721,-66.37055206,Caguas,Puerto Rico,PR,7342 Hidden Walk
83,5,18.2968483,-66.37050629,Caguas,Puerto Rico,PR,577 Rustic Nectar Row
84,5,18.29609299,-66.37050629,Caguas,Puerto Rico,PR,5700 Little Circle
86,5,18.2105732,-66.37058258,Caguas,Puerto Rico,PR,7840 Umber Sky Villas
87,5,18.20111656,-66.37059021,Caguas,Puerto Rico,PR,7509 Iron Concession
88,5,18.21469116,-66.37051392,Caguas,Puerto Rico,PR,2199 Silver Autumn Key
90,5,18.28425598,-66.37058258,Caguas,Puerto Rico,PR,9470 Shady View Bend
91,5,18.20666885,-66.37056732,Caguas,Puerto Rico,PR,9366 Silent Nectar Highway
92,5,18.35907555,-66.07783508,Caguas,Puerto Rico,PR,4167 Stony Extension
93,5,18.26378822,-66.37052918,Caguas,Puerto Rico,PR,7370 Sleepy Way
94,5,18.20330429,-66.37052155,Caguas,Puerto Rico,PR,1613 Broad Beach
95,5,18.22487068,-66.37052155,Caguas,Puerto Rico,PR,4992 Jagged Forest Subdivision
96,5,18.25061035,-66.37062836,Caguas,Puerto Rico,PR,3216 Red Glade
97,5,18.27340317,-66.37052155,Caguas,Puerto Rico,PR,3481 Crystal Campus
98,5,18.29137993,-66.3705368,Caguas,Puerto Rico,PR,5424 Rustic Anchor Boulevard
99,5,18.24738884,-66.37057495,Caguas,Puerto Rico,PR,3567 Heather Knoll
100,5,18.27920532,-66.37055206,Caguas,Puerto Rico,PR,7958 Thunder Apple Street
101,5,17.98249054,-66.1126709,Guayama,Puerto Rico,PR,6496 Harvest Highlands
102,5,18.24496079,-66.3705368,Caguas,Puerto Rico,PR,1453 Lazy Cider Hill
103,5,18.28453636,-66.37060547,Caguas,Puerto Rico,PR,8713 Quaking Abbey
104,5,18.28339195,-66.37051392,Caguas,Puerto Rico,PR,1285 Noble Pointe
105,5,18.22172546,-66.37059021,Caguas,Puerto Rico,PR,6314 Honey Canyon
106,5,18.25333214,-66.37051392,Caguas,Puerto Rico,PR,1388 Blue Turnabout
107,5,18.22976875,-66.37052918,Caguas,Puerto Rico,PR,1122 Old Fox Lookout
108,5,18.22978401,-66.37054443,Caguas,Puerto Rico,PR,257 Iron Elk Maze
109,5,18.22758102,-66.04357147,Caguas,Puerto Rico,PR,9544 Noble Spring Route
110,5,18.22297287,-66.37059021,Caguas,Puerto Rico,PR,7094 Misty Wynd
111,5,18.24120712,-66.37050629,Caguas,Puerto Rico,PR,1025 Colonial Plaza
112,5,18.05199051,-66.50184631,Juana Diaz,Puerto Rico,PR,2839 Grand Timber Canyon
114,5,18.20664215,-66.37052918,Caguas,Puerto Rico,PR,6174 Wishing Front
115,6,18.27825165,-66.37059784,Caguas,Puerto Rico,PR,9447 Dusty Gate Centre
118,7,18.22776032,-66.37059021,Caguas,Puerto Rico,PR,6401 Shady Embers Farms
119,2,18.2362442,-66.37062073,Caguas,Puerto Rico,PR,595 Indian Path
120,3,18.21949196,-66.37052918,Caguas,Puerto Rico,PR,1820 Noble Elk Harbour
121,3,18.25289154,-66.37058258,Caguas,Puerto Rico,PR,1577 Green Vista
122,3,18.22985077,-66.37062073,Caguas,Puerto Rico,PR,9920 Little Lane
123,3,18.22190094,-66.37052155,Caguas,Puerto Rico,PR,3089 Gentle Horse Chase
124,3,18.26019096,-66.37052918,Caguas,Puerto Rico,PR,4090 Colonial End
125,3,18.28128624,-66.37050629,Caguas,Puerto Rico,PR,4601 Amber Grove Hollow
126,3,18.21101761,-66.37052918,Caguas,Puerto Rico,PR,2127 Middle Goose Mews
127,3,18.22019768,-66.37058258,Caguas,Puerto Rico,PR,8840 Harvest Towers
128,3,18.25534058,-66.37050629,Caguas,Puerto Rico,PR,8617 Cinder Mountain Forest
129,3,18.23215866,-66.37059021,Caguas,Puerto Rico,PR,5087 Crystal Hills Manor
130,4,18.20737648,-66.37055206,Caguas,Puerto Rico,PR,1548 Lazy Place
131,4,18.27331543,-66.37060547,Caguas,Puerto Rico,PR,9009 Merry Nectar Heights
132,4,18.2626648,-66.3706131,Caguas,Puerto Rico,PR,4316 Misty Way
133,4,18.26016426,-66.37059021,Caguas,Puerto Rico,PR,6324 Lazy Lane
134,4,18.24535179,-66.37059784,Caguas,Puerto Rico,PR,9198 Rocky Run
135,4,18.21775055,-66.37060547,Caguas,Puerto Rico,PR,5736 Heather Byway
136,4,18.29214859,-66.3706131,Caguas,Puerto Rico,PR,7334 Umber Expressway
137,3,18.26737404,-66.37062836,Caguas,Puerto Rico,PR,427 Grand Branch Hill
138,4,18.29659462,-66.37059021,Caguas,Puerto Rico,PR,2035 Lazy Diversion
139,4,18.27468491,-66.37056732,Caguas,Puerto Rico,PR,4520 Grand Port
140,4,18.21944618,-66.37057495,Caguas,Puerto Rico,PR,7489 Green End
142,4,18.23975563,-66.37059021,Caguas,Puerto Rico,PR,620 Thunder Creek Towers
143,7,18.2643261,-66.37060547,Caguas,Puerto Rico,PR,555 Lazy Robin Freeway
145,10,18.27085495,-66.03705597,Caguas,Puerto Rico,PR,4722 Round Embers Falls
146,10,18.23665237,-66.0370636,Caguas,Puerto Rico,PR,1836 Cozy View Orchard
147,10,18.28206062,-66.03705597,Caguas,Puerto Rico,PR,5257 Umber Field
148,10,18.21524239,-66.03705597,Caguas,Puerto Rico,PR,9079 Dewy Deer Harbour
149,10,18.25598526,-66.03705597,Caguas,Puerto Rico,PR,1284 High Apple Highlands
150,10,18.28172112,-66.03705597,Caguas,Puerto Rico,PR,9816 Grand Hills Knoll
151,10,18.23458481,-66.03705597,Caguas,Puerto Rico,PR,5301 Blue Street
152,10,18.25249672,-66.03704834,Caguas,Puerto Rico,PR,7274 Middle Wynd
153,10,18.25508499,-66.03705597,Caguas,Puerto Rico,PR,2668 Velvet Row 
154,10,18.28042221,-66.0370636,Caguas,Puerto Rico,PR,567 Fallen Pines 
155,10,18.23288918,-66.0370636,Caguas,Puerto Rico,PR,9870 Little Hickory Loop
156,10,18.22864342,-66.0370636,Caguas,Puerto Rico,PR,5763 Green Crossing 
157,10,18.29532433,-66.03705597,Caguas,Puerto Rico,PR,4854 Tawny Cove
158,10,18.24217796,-66.0370636,Caguas,Puerto Rico,PR,8297 Golden Green 
159,10,18.25569725,-66.0370636,Caguas,Puerto Rico,PR,7293 Lazy Hill
160,10,18.26639938,-66.0370636,Caguas,Puerto Rico,PR,8967 Sleepy Lane
161,10,18.23524284,-66.03705597,Caguas,Puerto Rico,PR,6370 Emerald Row 
162,10,18.25786781,-66.03705597,Caguas,Puerto Rico,PR,3065 Foggy Horse Port
164,10,18.23107529,-66.03705597,Caguas,Puerto Rico,PR,5493 Burning Horse Heath
165,10,18.26862907,-66.03705597,Caguas,Puerto Rico,PR,529 Blue Grove Rise
166,10,18.22708893,-66.0370636,Caguas,Puerto Rico,PR,4462 Little Lagoon Route
167,10,18.23437882,-66.03705597,Caguas,Puerto Rico,PR,9854 Jagged Impasse
168,10,18.29236603,-66.0370636,Caguas,Puerto Rico,PR,5336 Sleepy Sky Common
169,10,18.21356773,-66.0370636,Caguas,Puerto Rico,PR,3836 Blue Brook Stead
170,10,18.2920475,-66.0370636,Caguas,Puerto Rico,PR,4896 Honey Wood 
171,10,18.24609184,-66.0370636,Caguas,Puerto Rico,PR,4592 Grand Timber Ramp
172,10,18.20939446,-66.03705597,Caguas,Puerto Rico,PR,146 Middle Terrace
173,10,18.29184341,-66.03704834,Caguas,Puerto Rico,PR,3710 Little Nook 
174,2,18.2275734,-66.0437088,Caguas,Puerto Rico,PR,9598 Cinder Close
175,2,18.28542137,-66.37056732,Caguas,Puerto Rico,PR,6998 Old Treasure Crossing
176,2,18.24692345,-66.37057495,Caguas,Puerto Rico,PR,100 Jagged Cloud Pathway
177,3,18.23379898,-66.37056732,Caguas,Puerto Rico,PR,8110 Old Place
179,3,18.23220825,-66.37062836,Caguas,Puerto Rico,PR,9221 Cotton Butterfly Terrace
180,3,18.26521111,-66.37055206,Caguas,Puerto Rico,PR,4110 Quaking Abbey
181,3,18.28570366,-66.37050629,Caguas,Puerto Rico,PR,6574 Shady Horse Wood
182,3,18.2968502,-66.37062836,Caguas,Puerto Rico,PR,4555 Amber Apple Cape
183,3,40.65486527,-73.58707428,Freeport,EE. UU.,NY,3675 Emerald Goose Bank
184,3,38.74266434,-76.9917984,Fort Washington,EE. UU.,MD,9375 Harvest Circuit
185,3,35.36254501,-119.0186996,Bakersfield,EE. UU.,CA,3993 Thunder Hills Port
187,4,40.74210739,-73.86962128,Corona,EE. UU.,NY,9414 Thunder Island Court
188,4,39.28849411,-84.3551178,Cincinnati,EE. UU.,OH,7573 Cozy Goose Road
189,4,39.1836586,-77.26545715,Germantown,EE. UU.,MD,5985 Silent Leaf Vale
190,5,32.96593094,-96.84902191,Carrollton,EE. UU.,TX,1230 Crystal Lookout
192,5,29.83435631,-95.33792877,Houston,EE. UU.,TX,6350 Lost Hollow
195,5,40.2372818,-76.96795654,Carlisle,EE. UU.,PA,4898 Red Butterfly Autoroute
196,5,34.20339966,-118.6059036,Los Angeles,EE. UU.,CA,7312 Crystal Willow Villas
197,6,21.31185532,-158.0046844,Ewa Beach,EE. UU.,HI,9595 Blue Promenade
198,6,40.09635925,-74.21524048,Lakewood,EE. UU.,NJ,1790 Noble Brook Run
199,4,43.21662521,-75.45603943,Rome,EE. UU.,NY,2459 Round Spring Towers
200,4,33.21121979,-117.2510605,Vista,EE. UU.,CA,690 Colonial Pine Passage
201,5,32.8013916,-97.3302536,Fort Worth,EE. UU.,TX,739 Jagged Goose Street
203,5,43.78569031,-88.47438049,Fond Du Lac,EE. UU.,WI,29 Gentle Spring Mews
204,6,39.79661942,-75.47006989,Philadelphia,EE. UU.,PA,5532 Tawny Pines
205,3,34.07656479,-117.61409,Ontario,EE. UU.,CA,4502 Hazy Run
206,4,28.62217712,-81.20755768,Oviedo,EE. UU.,FL,6026 Stony Elk Hill
207,4,42.9666214,-78.74194336,Buffalo,EE. UU.,NY,4903 Lazy Parkway
208,4,21.30562019,-157.8386993,Honolulu,EE. UU.,HI,3902 Foggy Swale
209,4,33.18587494,-117.3658524,Oceanside,EE. UU.,CA,990 Dewy Crest
210,4,43.02910233,-78.87342072,North Tonawanda,EE. UU.,NY,9899 Hazy Falls
211,5,36.82690048,-119.6776962,Clovis,EE. UU.,CA,7449 Merry Chase
212,5,40.70170975,-73.80841827,Jamaica,EE. UU.,NY,7694 Velvet Turnabout
213,5,38.69002152,-90.14477539,Granite City,EE. UU.,IL,1585 Stony Rabbit Hollow
214,5,42.41968918,-71.10621643,Medford,EE. UU.,MA,2289 Cozy Promenade
215,5,34.04991913,-117.7161026,Pomona,EE. UU.,CA,830 Clear Sky Vale
216,5,33.41519928,-111.9199905,Tempe,EE. UU.,AZ,2833 Clear Valley
217,5,33.74279404,-117.8847504,Santa Ana,EE. UU.,CA,4682 Cozy Freeway
218,5,39.9602356,-76.67675781,York,EE. UU.,PA,4196 Noble Beacon Mews
219,6,39.74543381,-104.8753815,Aurora,EE. UU.,CO,231 Bright Alley
220,3,34.27391052,-118.7662125,Simi Valley,EE. UU.,CA,3926 Stony Gardens
221,3,39.04636002,-76.98272705,Silver Spring,EE. UU.,MD,3632 Fallen Pioneer Isle
222,3,44.72552109,-93.20613098,Saint Paul,EE. UU.,MN,1070 Dusty Beacon Maze
223,3,29.45598984,-98.52809143,San Antonio,EE. UU.,TX,469 Crystal Anchor Mountain
224,3,39.95672989,-75.19525909,Philadelphia,EE. UU.,PA,3601 Cozy Creek Trail
226,3,40.03775024,-75.06806183,Philadelphia,EE. UU.,PA,7007 Quiet Via
227,3,40.86353684,-73.87049866,Bronx,EE. UU.,NY,2515 Burning Boulevard
228,4,35.60034943,-77.33486939,Greenville,EE. UU.,NC,2127 Cozy Deer Bank
229,4,40.80119324,-74.48561096,Morristown,EE. UU.,NJ,3593 Easy Embers Field
230,4,32.77627945,-117.1342163,San Diego,EE. UU.,CA,9900 Hidden Rise Downs
231,4,34.19039154,-119.177803,Oxnard,EE. UU.,CA,1055 Crystal Woods
232,4,25.82507515,-80.19588471,Miami,EE. UU.,FL,5365 Tawny Apple Limits
233,4,35.13143921,-106.5452042,Albuquerque,EE. UU.,NM,4845 Thunder Embers Hollow
234,4,35.18754196,-101.8676224,Amarillo,EE. UU.,TX,5154 Honey Bend
235,4,28.08681297,-82.43898773,Lutz,EE. UU.,FL,6715 Gentle Horse Row
236,4,44.07210541,-12.13232708,Bend,EE. UU.,OR,6412 Crystal View Townline
237,4,40.41255188,-74.41832733,East Brunswick,EE. UU.,NJ,263 Harvest Wood
238,4,34.85777283,-80.84423828,Lancaster,EE. UU.,SC,7111 Cotton Blossom Estates
239,4,34.06832504,-117.6557541,Ontario,EE. UU.,CA,3005 Bright Maze
241,4,29.7805748,-95.17199707,Houston,EE. UU.,TX,5657 Lost Expressway
242,4,37.05174255,-76.40163422,Hampton,EE. UU.,VA,183 Velvet Grove Towers
243,4,40.74559021,-73.97927856,New York,EE. UU.,NY,2275 Rustic Impasse
244,4,35.93829727,-118.9438477,Porterville,EE. UU.,CA,8279 Bright Fox Highway
245,4,45.59825897,-12.27242851,Portland,EE. UU.,OR,2792 Middle Mount
246,4,41.3469696,-81.82631683,Strongsville,EE. UU.,OH,6414 Jagged Sky Gardens
247,4,31.65174103,-106.2676239,El Paso,EE. UU.,TX,4849 Clear Blossom Turnabout
248,4,29.77310181,-100.6121979,Del Rio,EE. UU.,TX,8248 Clear Glade
249,4,42.9666214,-78.74194336,Buffalo,EE. UU.,NY,4606 Umber Range
251,4,40.86649323,-111.8493271,Bountiful,EE. UU.,UT,2058 Quaking Oak Common
253,4,47.39371109,-122.2228317,Kent,EE. UU.,WA,5131 Gentle Limits
254,4,41.74866486,-87.66320038,Chicago,EE. UU.,IL,9595 Iron Orchard
255,4,41.95851135,-70.66861725,Plymouth,EE. UU.,MA,6797 Quiet Mountain Rise
256,4,40.59949493,-73.76248169,Far Rockaway,EE. UU.,NY,340 Velvet Barn Gate
257,4,29.66958237,-95.24147034,Houston,EE. UU.,TX,569 Hazy Wynd
258,4,40.01562119,-75.08410645,Philadelphia,EE. UU.,PA,5768 Jagged Zephyr Port
259,4,34.27391052,-118.7662125,Simi Valley,EE. UU.,CA,1021 Silver Log Cape
260,4,42.39807892,-83.20157623,Detroit,EE. UU.,MI,2002 Noble Crescent
261,4,33.77366638,-118.0033035,Garden Grove,EE. UU.,CA,7262 Emerald Boulevard
262,4,32.74953461,-117.1046524,San Diego,EE. UU.,CA,9176 Shady Barn Jetty
263,4,41.89551926,-87.71821594,Chicago,EE. UU.,IL,3670 Broad Mountain Link
264,4,33.99459839,-117.9534302,Placentia,EE. UU.,CA,7126 Hazy Berry Mount
266,4,21.30562019,-157.8386993,Honolulu,EE. UU.,HI,1134 Misty River Woods
267,4,41.71363831,-81.36167908,Mentor,EE. UU.,OH,5808 Silver Rise Circuit
268,4,37.34306717,-121.9839325,Santa Clara,EE. UU.,CA,3180 Golden Cider Circle
269,4,33.68896103,-117.9957428,Union,EE. UU.,NJ,5593 Indian Trail
270,4,33.79319763,-118.1895294,Long Beach,EE. UU.,CA,1987 Grand Alley
271,4,33.75820923,-118.0019073,Westminster,EE. UU.,CA,4463 Cotton Quail Forest
272,4,26.21472931,-80.23004913,Pompano Beach,EE. UU.,FL,5875 Grand Campus
273,5,34.13932037,-117.9074402,Azusa,EE. UU.,CA,1010 Rustic Fox View
274,5,26.0984993,-80.27095032,Fort Lauderdale,EE. UU.,FL,1430 Easy Spring Key
275,5,29.46007919,-98.52754211,San Antonio,EE. UU.,TX,3050 Crystal Fawn Green
276,5,40.35742188,-74.64842224,Princeton,EE. UU.,NJ,3139 Golden Autumn Byway
277,5,40.50980377,-74.26966858,Perth Amboy,EE. UU.,NJ,3356 Crystal Farm
278,5,25.93001556,-80.16291046,Miami,EE. UU.,FL,8473 Crystal Hickory Path
279,5,39.27056122,-84.27059174,Loveland,EE. UU.,OH,874 Thunder Front
280,5,36.91083145,-76.12958527,Virginia Beach,EE. UU.,VA,9627 Little Terrace
281,5,38.15983963,-85.59026337,Louisville,EE. UU.,KY,9295 Emerald Downs
282,5,43.16891098,-78.69216156,Lockport,EE. UU.,NY,8400 Clear Wagon  Row
283,5,41.89491653,-87.76180267,Chicago,EE. UU.,IL,5420 Crystal Hill
284,5,40.58441544,-74.15991974,Staten Island,EE. UU.,NY,4047 Grand Port
285,5,32.27982712,-110.9582291,Tucson,EE. UU.,AZ,6575 Quiet Loop
286,5,41.92736816,-70.7484436,Plymouth,EE. UU.,MA,4317 Emerald Bay
287,6,41.47653961,-81.72341919,Cleveland,EE. UU.,OH,5325 Amber Blossom Way
289,6,42.42012024,-79.31320953,Webster,EE. UU.,NY,3867 Middle Leaf By-pass
290,6,37.92684937,-121.3893051,Stockton,EE. UU.,CA,6332 Round Range
291,6,35.18754196,-101.8676224,Amarillo,EE. UU.,TX,6826 Quiet Lane
292,6,39.45571137,-77.96917725,Martinsburg,EE. UU.,WV,3882 Golden Maze
293,7,39.6300354,-78.74319458,Cumberland,EE. UU.,MD,1102 Misty Rabbit Alley
294,2,40.56959915,-89.64508057,Pekin,EE. UU.,IL,8581 Blue Crescent
295,3,30.49767876,-84.23183441,Tallahassee,EE. UU.,FL,2749 Emerald Glen
296,4,30.35342217,-81.51309204,Jacksonville,EE. UU.,FL,7320 Wishing Rise Mall 
297,5,42.00220108,-71.51410675,Woonsocket,EE. UU.,RI,3087 Hazy Glen
298,5,38.1355629,-121.2693405,Stockton,EE. UU.,CA,125 Easy Lake Close
299,6,33.71007919,-84.11247253,Lithonia,EE. UU.,GA,4263 Cozy Embers Ledge
300,2,41.7158165,-87.7405777,Oak Lawn,EE. UU.,IL,9725 Cotton Forest
301,3,42.39391327,-83.00836945,Detroit,EE. UU.,MI,1915 Thunder Hickory Freeway
302,3,34.10591126,-118.1196442,Alhambra,EE. UU.,CA,1098 Fallen By-pass
303,3,42.34568787,-83.52059174,New Haven,EE. UU.,CT,8271 Foggy Horse Inlet
304,3,43.02910233,-78.87342072,North Tonawanda,EE. UU.,NY,3046 Broad Sky Dale
305,3,33.58987427,-112.1163712,Phoenix,EE. UU.,AZ,1200 Silent Bend
306,3,30.0380249,-90.25691986,Kenner,EE. UU.,LA,8768 Shady Arbor
307,3,40.33852005,-80.1289444,Washington,EE. UU.,PA,3361 Little Ledge
308,3,29.50280953,-98.5945282,Holland,EE. UU.,MI,2088 Emerald Downs
309,3,40.20738983,-74.79347992,Morrisville,EE. UU.,PA,5263 Middle Road
311,3,47.30304337,-122.3528137,Federal Way,EE. UU.,WA,9419 Cinder Hickory Towers
312,3,32.69542313,-117.0990067,San Diego,EE. UU.,CA,4212 Cozy Corners
313,3,42.0063591,-87.66739655,Chicago,EE. UU.,IL,3614 Misty Mall 
314,3,34.12594605,-118.2910156,Los Angeles,EE. UU.,CA,8706 Harvest Green
315,3,40.87142944,-73.87063599,Bronx,EE. UU.,NY,3193 Gentle Circuit
316,3,33.56687927,-117.7633209,Long Beach,EE. UU.,CA,7358 Rocky Villas
317,3,41.88238525,-88.20149994,Chicago,EE. UU.,IL,112 Green Fawn Estates
318,4,34.06787491,-117.9273758,West Covina,EE. UU.,CA,7094 Round Carrefour
319,4,34.24124908,-119.1945419,Ventura,EE. UU.,CA,3367 Easy Pines
320,4,38.91826248,-77.03946686,Washington,EE. UU.,DC,4776 Crystal River Stead
321,4,27.96565437,-82.25280762,Valrico,EE. UU.,FL,7312 Umber Prairie Wynd
322,4,21.41555023,-157.803894,Kaneohe,EE. UU.,HI,1221 Cinder Pines
323,5,34.26494217,-119.218605,Ventura,EE. UU.,CA,8824 Noble View Valley
324,5,40.64059448,-73.97518921,Brooklyn,EE. UU.,NY,2720 Stony Field
325,5,33.22548676,-117.3070679,Oceanside,EE. UU.,CA,698 Colonial Way
326,5,32.73230743,-97.47290802,Fort Worth,EE. UU.,TX,7409 Cotton Manor
328,5,40.64059448,-73.97518921,Brooklyn,EE. UU.,NY,5731 Cinder Horse Court
329,5,41.48426819,-81.5922699,Cleveland,EE. UU.,OH,72 Noble Path
330,5,39.92448425,-75.1757431,Philadelphia,EE. UU.,PA,923 Amber Grounds
331,5,38.11602402,-121.3637238,Lodi,EE. UU.,CA,3901 Iron Parade
332,5,35.40139771,-119.0448837,Bakersfield,EE. UU.,CA,4915 Lazy Pine Bay
333,5,39.94662857,-75.21822357,Philadelphia,EE. UU.,PA,654 Gentle Acres
334,5,33.78245163,-118.1922455,Long Beach,EE. UU.,CA,7581 Cinder Link
335,5,37.3288765,-121.8501511,San Jose,EE. UU.,CA,6001 Iron Diversion
